month,day,year,position01,position02,position03,position04,position05,position06,position07
04,6,2024,16,19,56,59,66,14
04,3,2024,10,44,53,60,63,13
04,1,2024,12,15,28,30,39,12
03,30,2024,20,29,43,57,63,16
03,27,2024,31,47,52,53,57,23
03,25,2024,2,14,20,28,64,4,
03,23,2024,18,24,43,46,47,11
03,20,2024,7,9,10,26,43,24
03,16,2024,9,11,13,29,69,12
03,13,2024,2,25,64,65,67,5
03,11,2024,15,25,35,41,62,12
03,9,2024,41,43,49,55,67,20
03,6,2024,30,31,36,52,58,16
03,4,2024,3,19,29,53,59,4
03,2,2024,18,31,36,43,61,1
02,28,2024,14,38,41,47,67,7
02,26,2024,1,3,8,30,41,8
02,24,2024,5,6,16,34,35,17
02,21,2024,23,49,51,54,58,11
02,19,2024,9,18,30,47,63,14
02,17,2024,14,47,49,61,66,18
02,14,2024,33,40,45,48,53,17
02,12,2024,29,49,51,61,66,2
02,10,2024,12,15,32,50,64,15
02,7,2024,8,17,36,56,62,23
02,5,2024,1,7,35,52,54,20,
02,3,2024,23,26,30,35,39,13
01,31,2024,13,15,18,21,58,25
01,29,2024,31,44,45,63,64,16
01,27,2024,4,28,34,50,61,16
01,24,2024,7,28,46,47,58,18
01,22,2024,17,31,34,54,63,13
01,20,2024,13,26,30,40,50,13
01,17,2024,14,38,51,53,55,25
01,15,2024,6,16,23,60,62,17
01,13,2024,30,41,44,55,58,17
01,10,2024,2,7,27,34,51,19 
01,8,2024,3,38,55,57,62,17
01,6,2024,9,14,26,27,32,22
01,3,2024,8,9,17,31,56,23
01,1,2024,19,31,40,42,64,2
12,30,2023,1,4,5,6,42,8
12,27,2023,14,29,39,66,67
12,25,2023,2,3,19,31,42,9
12,23,2023,20,37,39,40,43,1
12,20,2023,22,25,28,30,53,3
12,18,2023,2,8,11,25,51,9
12,16,2023,9,39,41,46,65,3
12,13,2023,32,53,57,60,63,14
12,11,2023,10,12,27,40,65,4
12,9,2023,8,14,23,29,37,18
12,6,2023,3,23,27,67,68,9
12,4,2023,21,51,52,59,63,7
12,2,2023,6,32,37,42,67,25
11,29,2023,9,13,16,30,36,23
11,27,2023,9,29,51,53,61,20
11,25,2023,1,27,30,49,62,20,
11,22,2023,20,21,30,55,56,14
11,20,2023,15,21,39,45,52,12
11,18,2023,27,32,40,45,47,8,
11,15,2023,14,15,30,58,59,17
11,13,2023,13,14,20,67,69,14
11,11,2023,5,17,19,41,49,5
11,8,2023,5,20,22,27,63,18
11,6,2023,22,23,25,41,56,24
11,4,2023,5,15,22,47,66,26
11,1,2023,9,26,49,58,61,21
10,30,2023,1,4,8,11,66,10
10,28,2023,34,48,50,52,66,11
10,25,2023,18,19,38,54,55,17
10,23,2023,25,44,45,50,58,13
10,21,2023,7,18,27,33,61,5
10,18,2023,26,59,62,64,65,15
10,16,2023,1,2,15,17,34,1,
10,14,2023,13,21,33,46,50,23
10,11,2023,3,40,51,59,66,2
10,9,2023,1,20,33,49,59,10
10,7,2023,13,31,51,55,66,23
10,4,2023,12,30,39,64,67,22
10,2,2023,11,26,35,40,43,24
09,30,2023,2,22,46,56,67,25
09,27,2023,10,25,51,52,63,1
09,25,2023,5,16,18,38,40,19
09,23,2023,14,16,26,41,57,24
09,20,2023,6,20,29,46,68,8,
09,18,2023,3,7,41,48,67,14
09,16,2023,10,27,30,43,47,6
09,13,2023,3,12,28,58,62,24
09,11,2023,18,22,25,30,35,22
09,9,2023,33,38,42,64,65,20
09,6,2023,1,12,30,50,55,10,
09,4,2023,1,29,45,47,51,7
09,2,2023,3,7,14,26,52,21
08,30,2023,2,10,45,46,59,2
08,28,2023,23,24,48,61,64,4
08,26,2023,1,19,54,63,64,15
08,23,2023,18,25,38,56,61,19
08,21,2023,1,13,19,49,66,7
08,19,2023,19,26,39,65,68,12
08,16,2023,15,22,44,49,63,26
08,14,2023,2,23,42,61,68,26
08,12,2023,10,26,27,48,52,12
08,9,2023,1,42,51,61,63,17
08,7,2023,26,29,37,49,63,22,
08,5,2023,14,25,37,57,67,16
08,2,2023,5,23,30,62,63,9
07,31,2023,15,32,33,34,35,4
07,29,2023,10,23,27,62,65,15
07,26,2023,31,43,51,60,69,13
07,24,2023,3,6,32,58,68,25
07,22,2023,31,37,39,54,65,14
07,19,2023,13,15,28,43,57,25
07,17,2023,9,37,38,62,69,23
07,15,2023,12,21,23,37,52,19
07,12,2023,42,49,54,62,63,21
07,10,2023,21,30,37,41,56,14
07,8,2023,12,23,30,42,62,21
07,5,2023,10,19,47,50,53,26
07,3,2023,15,37,50,55,69,9
07,1,2023,13,24,49,54,60,17
06,28,2023,27,33,48,64,69,23
06,26,2023,14,20,23,31,54,19
06,24,2023,12,17,50,53,64,20
06,21,2023,15,18,23,45,48,10
06,19,2023,14,15,39,57,69,7
06,17,2023,8,12,21,33,51,14
06,14,2023,6,10,14,16,50,1
06,12,2023,9,15,22,54,64,19
06,10,2023,30,45,55,67,69,23
06,7,2023,29,44,55,62,66,7
06,5,2023,3,11,14,37,44,2
06,3,2023,8,26,34,58,69,7
05,31,2023,15,36,61,66,68,23
05,29,2023,5,12,17,46,65,16
05,27,2023,21,28,31,48,49,18
05,24,2023,7,25,29,40,45,12
05,22,2023,14,17,38,39,40,14
05,20,2023,19,32,54,55,68,24
05,17,2023,21,26,37,52,53,26
05,15,2023,13,36,55,56,68,23
05,13,2023,23,32,52,58,60,3
05,10,2023,21,22,24,52,58,3
05,8,2023,4,31,50,53,63,24
05,6,2023,1,9,20,21,55,11
05,3,2023,11,35,57,60,64,22
05,1,2023,14,20,29,33,57,2
04,29,2023,3,13,36,50,61,16
04,26,2023,18,26,31,49,51,18
04,24,2023,9,18,24,30,58,15
04,22,2023,9,10,50,62,63,14
04,19,2023,9,17,22,24,31,5
04,17,2023,5,34,35,58,67,21
04,15,2023,4,6,15,19,28,15
04,12,2023,16,19,32,33,41,19
04,10,2023,6,14,20,24,63,2
04,8,2023,15,26,44,49,51,22
04,5,2023,12,30,46,52,59,1
04,3,2023,5,10,16,30,40,20
04,1,2023,3,14,34,56,57,2
03,29,2023,1,20,39,47,49,23
03,27,2023,7,11,46,49,60,1
03,25,2023,18,30,35,42,52,1
03,22,2023,3,32,58,59,61,15
03,20,2023,2,18,31,59,60,19
03,18,2023,21,30,34,57,59,8
03,15,2023,7,9,46,64,68,3
03,13,2023,5,25,32,38,62,6
03,11,2023,7,16,22,36,58,5
03,8,2023,13,20,29,41,45,19
03,6,2023,10,19,26,47,55,21
03,4,2023,17,18,24,36,56,25
03,1,2023,7,12,16,17,39,22
02,27,2023,8,27,33,34,44,5
02,25,2023,4,6,39,60,66,2
02,22,2023,2,38,53,62,63,2
02,20,2023,2,13,26,51,55,23
02,18,2023,4,36,39,44,46,20
02,15,2023,25,30,44,52,66,22
02,13,2023,12,17,26,61,69,22
02,11,2023,45,48,54,60,63,2
02,8,2023,40,41,57,64,65,21
02,6,2023,14,19,58,59,68,16
02,4,2023,6,38,57,58,63,8
02,1,2023,4,23,39,57,63,26
01,30,2023,3,25,28,42,61,17
01,28,2023,47,51,53,62,63,16
01,25,2023,15,32,35,42,47,23
01,23,2023,6,15,31,45,58,5
01,21,2023,1,8,32,37,64,16
01,18,2023,4,11,14,54,69,16
01,16,2023,37,40,46,54,59,15
01,14,2023,17,19,31,33,64,13
01,11,2023,1,3,11,44,62,6
01,9,2023,19,41,47,53,54,25
01,7,2023,10,17,23,29,49,20
01,4,2023,22,25,32,41,46,23
01,2,2023,11,12,15,33,39,24
12,31,2022,1,25,29,54,56,9
12,28,2022,4,10,14,41,56,16
12,26,2022,1,30,52,54,63,26
12,24,2022,5,32,34,38,48,12
12,21,2022,10,16,25,39,52,23
12,19,2022,18,32,40,65,67,6
12,17,2022,6,9,10,19,28,23
12,14,2022,3,12,24,40,57,19
12,12,2022,28,39,43,63,67,26
12,10,2022,1,34,37,40,53,2
12,7,2022,16,25,26,37,48,16
12,5,2022,15,50,51,53,68,21
12,3,2022,4,10,23,43,64,3
11,30,2022,16,34,41,47,55,23
11,28,2022,1,5,19,47,55,3
11,26,2022,1,35,39,41,54,17
11,23,2022,17,20,54,60,69,22
11,21,2022,8,23,41,49,63,15
11,19,2022,19,35,40,62,68,23
11,16,2022,5,26,41,59,66,11
11,14,2022,1,24,32,63,69,13
11,12,2022,8,18,29,44,68,3
11,9,2022,4,15,31,52,62,16
11,7,2022,1,21,27,29,40,18
11,5,2022,4,23,27,31,56,15
11,2,2022,20,34,37,57,67,26
10,31,2022,9,14,52,57,62,24
10,29,2022,9,13,31,35,37,1
10,26,2022,5,36,38,39,54,19
10,24,2022,12,48,51,63,67,26
10,22,2022,9,21,30,49,51,3
10,19,2022,4,24,32,55,59,13
10,17,2022,29,35,36,40,52,18
10,15,2022,6,19,32,48,50,1
10,12,2022,4,22,36,39,64,14
10,10,2022,4,24,35,52,62,10
10,8,2022,3,33,46,63,68,17
10,5,2022,17,23,24,36,61,16
10,3,2022,4,5,50,66,67,15
10,1,2022,1,24,43,53,63,18
09,28,2022,14,24,34,56,60,8
09,26,2022,7,15,39,54,59,11
09,24,2022,15,30,38,46,66,25
09,21,2022,18,28,39,47,49,16
09,19,2022,7,11,23,27,38,4
09,17,2022,9,23,37,41,55,1
09,14,2022,15,16,17,23,29,5
09,12,2022,1,16,19,48,60,11
09,10,2022,25,30,34,55,56,26
09,7,2022,4,26,28,29,42,10
09,5,2022,10,31,48,50,68,7
09,3,2022,4,9,15,33,46,21
08,31,2022,7,15,21,41,56,16
08,29,2022,25,27,51,52,58,1
08,27,2022,16,18,43,49,51,6
08,24,2022,14,30,38,52,62,24
08,22,2022,42,50,59,61,64,21
08,20,2022,14,19,36,39,65,25
08,17,2022,15,16,36,53,61,14
08,15,2022,16,37,53,56,63,22
08,13,2022,10,29,37,43,65,19
08,10,2022,11,24,30,53,69,7
08,8,2022,11,42,46,48,57,9
08,6,2022,9,19,30,40,48,16
08,3,2022,24,28,29,31,48,12
08,1,2022,11,26,27,55,57,2
07,30,2022,16,19,23,32,40,15
07,27,2022,2,10,11,63,68,1
07,25,2022,34,41,43,66,68,8
07,23,2022,20,29,34,50,63,20
07,20,2022,4,14,26,30,52,18
07,18,2022,9,29,39,43,56,19
07,16,2022,2,19,32,36,56,5
07,13,2022,14,17,21,32,37,8
07,11,2022,16,25,38,62,67,5
07,9,2022,14,23,24,57,65,18
07,6,2022,2,5,20,26,31,13
07,4,2022,9,41,55,57,60,5
07,2,2022,4,7,22,57,59,24
06,29,2022,11,26,28,34,60,5
06,27,2022,34,47,53,57,68,2
06,25,2022,16,46,58,63,69,18
06,22,2022,7,31,39,51,53,21
06,20,2022,4,26,27,43,56,18
06,18,2022,7,18,23,30,53,3
06,15,2022,3,44,47,48,67,11
06,13,2022,8,20,35,48,67,15
06,11,2022,1,32,46,56,65,23
06,8,2022,23,49,51,58,65,12
06,6,2022,1,10,36,53,61,21
06,4,2022,11,39,41,55,61,10
06,1,2022,9,20,22,39,47,10
05,30,2022,11,13,22,44,51,15
05,28,2022,11,34,52,61,69,24
05,25,2022,3,16,20,33,45,11
05,23,2022,33,45,60,62,65,2
05,21,2022,16,20,35,54,69,15
05,18,2022,9,27,41,59,64,21
05,16,2022,7,12,34,35,67,26
05,14,2022,23,36,41,42,65,14
05,11,2022,2,24,34,42,54,11
05,9,2022,3,42,45,57,67,2
05,7,2022,14,22,38,56,60,17
05,4,2022,6,31,39,44,46,26
05,2,2022,6,23,29,37,65,12
04,30,2022,11,30,48,56,69,20
04,27,2022,1,12,35,38,50,10
04,25,2022,14,23,29,38,43,20
04,23,2022,2,30,39,54,63,17
04,20,2022,4,15,16,21,52,20
